mode,state,ratioD,ratioR
president,AL,0.843531,1.158084
president,AK,0.637986,1.365750
president,AZ,0.929576,1.071151
president,AR,0.939165,1.061463
president,CA,1.118319,0.880460
president,CO,0.905633,1.095341
president,CT,1.179061,0.819092
president,DE,1.129006,0.869663
president,DC,1.800511,0.191228
president,FL,0.994801,1.005253
president,GA,0.875829,1.125453
president,HI,1.190435,0.807600
president,ID,0.580053,1.424281
president,IL,1.117862,0.880922
president,IN,0.835615,1.166082
president,IA,0.998132,1.001888
president,KS,0.777670,1.224625
president,KY,0.841130,1.160510
president,LA,0.916510,1.084351
president,ME,1.049569,0.949920
president,MD,1.162677,0.835644
president,MA,1.289169,0.707847
president,MI,1.047316,0.952196
president,MN,1.020490,0.979299
president,MS,0.823662,1.178158
president,MO,0.960829,1.039576
president,MT,0.723160,1.279697
president,NE,0.692854,1.310316
president,NV,0.957946,1.042488
president,NH,0.981605,1.018585
president,NJ,1.158282,0.840084
president,NM,0.995528,1.004518
president,NY,1.265026,0.732239
president,NC,0.866273,1.135107
president,ND,0.701849,1.301228
president,OH,0.958306,1.042124
president,OK,0.774411,1.227917
president,OR,0.999587,1.000418
president,PA,1.037643,0.961969
president,RI,1.306277,0.690563
president,SC,0.832484,1.169244
president,SD,0.763785,1.238653
president,TN,0.955836,1.044620
president,TX,0.776886,1.225416
president,UT,0.562602,1.441912
president,VT,1.103144,0.895791
president,VA,0.912372,1.088533
president,WA,1.053487,0.945961
president,WV,0.930382,1.070336
president,WI,0.997182,1.002847
president,WY,0.577390,1.426971
senate,AL,0.843531,1.158084
senate,AK,0.637986,1.365750
senate,AZ,0.929576,1.071151
senate,AR,0.939165,1.061463
senate,CA,1.118319,0.880460
senate,CO,0.905633,1.095341
senate,CT,1.179061,0.819092
senate,DE,1.129006,0.869663
senate,DC,1.800511,0.191228
senate,FL,0.994801,1.005253
senate,GA,0.875829,1.125453
senate,HI,1.190435,0.807600
senate,ID,0.580053,1.424281
senate,IL,1.117862,0.880922
senate,IN,0.835615,1.166082
senate,IA,0.998132,1.001888
senate,KS,0.777670,1.224625
senate,KY,0.841130,1.160510
senate,LA,0.916510,1.084351
senate,ME,1.049569,0.949920
senate,MD,1.162677,0.835644
senate,MA,1.289169,0.707847
senate,MI,1.047316,0.952196
senate,MN,1.020490,0.979299
senate,MS,0.823662,1.178158
senate,MO,0.960829,1.039576
senate,MT,0.723160,1.279697
senate,NE,0.692854,1.310316
senate,NV,0.957946,1.042488
senate,NH,0.981605,1.018585
senate,NJ,1.158282,0.840084
senate,NM,0.995528,1.004518
senate,NY,1.265026,0.732239
senate,NC,0.866273,1.135107
senate,ND,0.701849,1.301228
senate,OH,0.958306,1.042124
senate,OK,0.774411,1.227917
senate,OR,0.999587,1.000418
senate,PA,1.037643,0.961969
senate,RI,1.306277,0.690563
senate,SC,0.832484,1.169244
senate,SD,0.763785,1.238653
senate,TN,0.955836,1.044620
senate,TX,0.776886,1.225416
senate,UT,0.562602,1.441912
senate,VT,1.103144,0.895791
senate,VA,0.912372,1.088533
senate,WA,1.053487,0.945961
senate,WV,0.930382,1.070336
senate,WI,0.997182,1.002847
senate,WY,0.577390,1.426971
governor,AL,0.843531,1.158084
governor,AK,0.637986,1.365750
governor,AZ,0.929576,1.071151
governor,AR,0.939165,1.061463
governor,CA,1.118319,0.880460
governor,CO,0.905633,1.095341
governor,CT,1.179061,0.819092
governor,DE,1.129006,0.869663
governor,DC,1.800511,0.191228
governor,FL,0.994801,1.005253
governor,GA,0.875829,1.125453
governor,HI,1.190435,0.807600
governor,ID,0.580053,1.424281
governor,IL,1.117862,0.880922
governor,IN,0.835615,1.166082
governor,IA,0.998132,1.001888
governor,KS,0.777670,1.224625
governor,KY,0.841130,1.160510
governor,LA,0.916510,1.084351
governor,ME,1.049569,0.949920
governor,MD,1.162677,0.835644
governor,MA,1.289169,0.707847
governor,MI,1.047316,0.952196
governor,MN,1.020490,0.979299
governor,MS,0.823662,1.178158
governor,MO,0.960829,1.039576
governor,MT,0.723160,1.279697
governor,NE,0.692854,1.310316
governor,NV,0.957946,1.042488
governor,NH,0.981605,1.018585
governor,NJ,1.158282,0.840084
governor,NM,0.995528,1.004518
governor,NY,1.265026,0.732239
governor,NC,0.866273,1.135107
governor,ND,0.701849,1.301228
governor,OH,0.958306,1.042124
governor,OK,0.774411,1.227917
governor,OR,0.999587,1.000418
governor,PA,1.037643,0.961969
governor,RI,1.306277,0.690563
governor,SC,0.832484,1.169244
governor,SD,0.763785,1.238653
governor,TN,0.955836,1.044620
governor,TX,0.776886,1.225416
governor,UT,0.562602,1.441912
governor,VT,1.103144,0.895791
governor,VA,0.912372,1.088533
governor,WA,1.053487,0.945961
governor,WV,0.930382,1.070336
governor,WI,0.997182,1.002847
governor,WY,0.577390,1.426971
